#lx2: 81
#ly2: 81
#triangle: 1
#COVARIANCE (DATA)
#            (X,81, MeV ,E (eV))  (Y,81,MeV,EN) (Z,6561,PER-CENT,COR)
             4.7127e-6 7.97e-5   0.0002    0.0003    0.0004    0.0005    0.0006    0.0007    0.0008    0.0009    0.001225  0.002     0.003     0.004     0.005     0.006     0.007     0.008     0.009     0.01225   0.0175    0.022     0.027     0.0375    0.05      0.06      0.07      0.08      0.09      0.0975    0.11      0.135     0.16      0.175     0.185     0.195     0.205     0.215     0.225     0.2325    0.2375    0.2425    0.2475    0.255     0.265     0.275     0.29      0.3125    0.3375    0.3625    0.3875    0.4125    0.4375    0.4625    0.4875    0.51      0.53      0.555     0.585     0.625     0.675     0.725     0.775     0.825     0.875     0.92      0.95      0.97      0.99      1.05      1.175     1.325     1.5       1.7       1.9       2.1       2.3       2.5       2.7       2.9       20       
             4.7127e-6 7.97e-5   0.0002    0.0003    0.0004    0.0005    0.0006    0.0007    0.0008    0.0009    0.001225  0.002     0.003     0.004     0.005     0.006     0.007     0.008     0.009     0.01225   0.0175    0.022     0.027     0.0375    0.05      0.06      0.07      0.08      0.09      0.0975    0.11      0.135     0.16      0.175     0.185     0.195     0.205     0.215     0.225     0.2325    0.2375    0.2425    0.2475    0.255     0.265     0.275     0.29      0.3125    0.3375    0.3625    0.3875    0.4125    0.4375    0.4625    0.4875    0.51      0.53      0.555     0.585     0.625     0.675     0.725     0.775     0.825     0.875     0.92      0.95      0.97      0.99      1.05      1.175     1.325     1.5       1.7       1.9       2.1       2.3       2.5       2.7       2.9       20       
             100   90.75 90.83 90.72 90.69 90.69 90.57 90.65 90.57 90.54 90.4  90.14 89.74 89.36 88.87 88.45 87.82 87.26 86.59 82.21 77.42 73.28 66.93 51.74 43.92 37.26 31.84 26.65 22.98 21.19 16.26 11.51 9.513 8.846 8.345 7.856 7.401 6.736 5.801 5.345 4.782 4.384 4.342 4.711 5.512 6.56  8.533 10.51 11.97 12.94 13.57 13.81 13.86 13.55 13.27 12.77 12.22 11.35 10.57 9.232 8.012 6.918 6.056 5.277 4.644 4.122 3.916 3.713 3.619 2.813 2.042 1.475 1.241 1.211 1.443 1.669 1.767 1.807 1.869 0     0    
             90.75 100   90.75 90.75 90.72 90.72 90.66 90.69 90.66 90.69 90.54 90.28 89.94 89.62 89.18 88.71 88.19 87.57 87.01 82.76 78.11 73.92 67.59 52.52 44.68 37.93 32.63 27.33 23.67 21.85 16.83 11.98 9.892 9.136 8.66  8.097 7.479 6.762 5.867 5.33  4.876 4.483 4.447 4.726 5.538 6.605 8.512 10.42 11.91 12.78 13.41 13.76 13.81 13.6  13.2  12.79 12.24 11.46 10.66 9.405 8.273 7.154 6.27  5.471 4.936 4.402 4.192 4.095 3.885 3.17  2.377 1.9   1.545 1.609 1.74  1.972 1.985 2.066 2.108 0     0    
             90.83 90.75 100   90.77 90.75 90.74 90.74 90.77 90.69 90.71 90.62 90.37 90.13 89.76 89.37 88.9  88.32 87.82 87.2  83.04 78.42 74.21 67.97 52.89 45.04 38.31 33    27.69 23.92 22.22 17.08 12.14 10.18 9.322 8.756 8.213 7.618 6.826 5.95  5.423 4.877 4.487 4.451 4.83  5.651 6.627 8.558 10.38 11.89 12.77 13.4  13.63 13.79 13.57 13.28 12.75 12.3  11.52 10.71 9.545 8.283 7.261 6.479 5.67  5.013 4.585 4.372 4.161 4.06  3.334 2.531 2.047 1.79  1.749 1.884 2.027 2.048 2.151 2.183 0     0    
             90.72 90.75 90.77 100   90.75 90.74 90.74 90.77 90.74 90.71 90.62 90.42 90.19 89.81 89.43 89.02 88.49 87.88 87.31 83.25 78.56 74.47 68.21 53.11 45.27 38.62 33.22 27.91 24.26 22.44 17.42 12.38 10.32 9.485 8.83  8.209 7.641 6.874 5.927 5.406 4.865 4.57  4.537 4.819 5.645 6.633 8.586 10.33 11.85 12.73 13.37 13.6  13.76 13.53 13.23 12.82 12.36 11.55 10.85 9.55  8.384 7.35  6.554 5.736 5.183 4.748 4.532 4.319 4.215 3.48  2.667 2.284 1.919 1.882 2.027 2.182 2.122 2.161 2.249 0     0    
             90.69 90.72 90.75 90.75 100   90.72 90.72 90.74 90.72 90.74 90.71 90.51 90.16 89.84 89.52 89.05 88.58 87.96 87.4  83.33 78.73 74.72 68.35 53.36 45.63 38.87 33.45 28.15 24.51 22.68 17.56 12.52 10.38 9.55  8.914 8.312 7.667 6.925 5.996 5.483 4.946 4.558 4.522 4.806 5.639 6.634 8.502 10.37 11.8  12.68 13.32 13.66 13.69 13.58 13.27 12.84 12.38 11.57 10.85 9.648 8.468 7.421 6.614 5.9   5.227 4.788 4.68  4.465 4.249 3.615 2.794 2.406 2.04  2.006 2.16  2.23  2.18  2.245 2.32  0     0    
             90.69 90.72 90.74 90.74 90.72 100   90.76 90.78 90.76 90.73 90.69 90.48 90.25 89.92 89.6  89.12 88.65 88.09 87.52 83.51 78.87 74.85 68.56 53.55 45.82 39.04 33.64 28.46 24.68 22.89 17.75 12.74 10.51 9.697 9.079 8.399 7.682 6.97  5.968 5.461 4.924 4.631 4.597 4.884 5.725 6.631 8.529 10.32 11.76 12.66 13.3  13.64 13.66 13.55 13.22 12.79 12.43 11.61 10.87 9.655 8.57  7.507 6.688 5.963 5.393 4.947 4.726 4.618 4.4   3.646 2.924 2.531 2.163 2.134 2.2   2.286 2.251 2.251 2.381 0     0    
             90.57 90.66 90.74 90.74 90.72 90.76 100   90.78 90.7  90.73 90.69 90.54 90.3  89.98 89.65 89.23 88.65 88.15 87.64 83.62 79.06 75.03 68.85 53.81 46.08 39.31 33.91 28.6  24.96 23.13 18.01 12.9  10.68 9.772 9.173 8.509 7.813 6.927 6.043 5.543 5.01  4.625 4.592 4.879 5.725 6.64  8.556 10.26 11.72 12.63 13.27 13.6  13.62 13.5  13.27 12.84 12.47 11.63 10.89 9.769 8.669 7.593 6.764 6.142 5.452 5.113 4.889 4.669 4.559 3.796 3.064 2.666 2.294 2.267 2.339 2.337 2.312 2.336 2.455 0     0    
             90.65 90.69 90.77 90.77 90.74 90.78 90.78 100   90.78 90.75 90.71 90.56 90.33 90.06 89.73 89.32 88.85 88.34 87.72 83.75 79.27 75.23 69.03 54.11 46.23 39.58 34.19 28.87 25.11 23.4  18.17 13.06 10.86 9.965 9.272 8.526 7.852 6.986 6.024 5.528 4.999 4.707 4.676 4.966 5.72  6.744 8.579 10.3  11.67 12.57 13.21 13.55 13.69 13.55 13.33 12.88 12.39 11.65 11.02 9.88  8.767 7.678 6.952 6.208 5.623 5.167 4.942 4.83  4.608 3.948 3.208 2.806 2.434 2.41  2.394 2.501 2.294 2.339 2.447 0     0    
